name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,rating_expanded,platform_group
LOST ODYSSEY,X360,2007,Role-Playing,0.45,0.26,0.11,0.08,78.0,83.0,T,0.9,Teens,XBox
STREET FIGHTER V,PS4,2016,Fighting,0.4,0.28,0.08,0.14,77.0,34.0,T,0.9,Teens,Playstation
JUST CAUSE 3,XOne,2015,Action,0.44,0.39,0.0,0.08,71.0,70.0,M,0.91,Mature,XBox
MINI-YONKU SHINING SCORPION LET'S & GO!!,SNES,1996,Racing,0.0,0.0,0.9,0.0,,,,0.9,Pending,Nintendo
MLB 2005,PS2,2004,Sports,0.44,0.35,0.0,0.12,78.0,76.0,E,0.91,Everyone,Playstation
MARVEL ULTIMATE ALLIANCE 2,X360,2009,Role-Playing,0.68,0.15,0.0,0.08,73.0,73.0,T,0.91,Teens,XBox
BURNOUT REVENGE,PS2,2005,Racing,0.75,0.03,0.0,0.12,90.0,88.0,E10+,0.9,Everyone 10y+,Playstation
CRYSIS 3,X360,2013,Shooter,0.51,0.31,0.01,0.08,76.0,67.0,M,0.91,Mature,XBox
FAR CRY 4,X360,2014,Shooter,0.45,0.37,0.0,0.08,,70.0,M,0.9,Mature,XBox
THE WITCHER 2 ASSASSINS OF KINGS,X360,2012,Action,0.48,0.32,0.02,0.08,88.0,83.0,M,0.9,Mature,XBox
HOMEFRONT,PS3,2011,Shooter,0.32,0.39,0.04,0.15,70.0,57.0,M,0.9,Mature,Playstation
DESTRUCTION DERBY,PS,1995,Racing,0.5,0.34,0.0,0.06,,,,0.9000000000000001,Pending,Playstation
LEGO JURASSIC WORLD,PS4,2015,Action,0.32,0.42,0.02,0.14,70.0,70.0,E10+,0.9,Everyone 10y+,Playstation
AVATAR THE GAME,PS3,2009,Action,0.32,0.42,0.0,0.16,,,,0.9,Pending,Playstation
THE ELDER SCROLLS ONLINE,PC,2014,Role-Playing,0.32,0.51,0.0,0.07,71.0,57.0,M,0.9000000000000001,Mature,PC
3XTREME,PS,1999,Action,0.5,0.34,0.0,0.06,,,,0.9000000000000001,Pending,Playstation
HOT SHOTS TENNIS,PS2,2006,Sports,0.17,0.13,0.55,0.05,70.0,81.0,E,0.9000000000000001,Everyone,Playstation
MX VS ATV REFLEX,PS3,2009,Racing,0.52,0.25,0.0,0.12,74.0,74.0,E,0.89,Everyone,Playstation
MADDEN NFL 25,PS4,2013,Sports,0.63,0.13,0.0,0.15,74.0,52.0,E,0.91,Everyone,Playstation
SONIC HEROES,XB,2003,Platform,0.41,0.43,0.01,0.05,73.0,76.0,E,0.9,Everyone,XBox
MADDEN NFL 99,N64,1998,Sports,0.84,0.05,0.0,0.01,,,,0.9,Pending,Nintendo
SPIDER-MAN 3,PS2,2007,Platform,0.74,0.03,0.01,0.12,50.0,65.0,T,0.9,Teens,Playstation
JAMES BOND 007 AGENT UNDER FIRE,XB,2002,Shooter,0.65,0.22,0.0,0.03,71.0,75.0,T,0.9,Teens,XBox
LEGO PIRATES OF THE CARIBBEAN THE VIDEO GAME,DS,2011,Action,0.34,0.46,0.0,0.1,69.0,,E10+,0.9,Everyone 10y+,Nintendo
LEGO MARVEL SUPER HEROES,3DS,2013,Action,0.42,0.36,0.04,0.07,61.0,52.0,E10+,0.8899999999999999,Everyone 10y+,Nintendo
DJ HERO,PS3,2009,Misc,0.42,0.34,0.0,0.14,86.0,78.0,T,0.9,Teens,Playstation
SKYLANDERS TRAP TEAM,X360,2014,Action,0.54,0.27,0.0,0.08,,,E10+,0.89,Everyone 10y+,XBox
X-MEN LEGENDS,XB,2004,Role-Playing,0.62,0.24,0.0,0.04,82.0,85.0,T,0.9,Teens,XBox
NBA LIVE 2005,XB,2004,Sports,0.81,0.05,0.0,0.04,85.0,76.0,E,0.9000000000000001,Everyone,XBox
HARRY POTTER QUIDDITCH WORLD CUP,PS2,2003,Sports,0.44,0.34,0.0,0.11,68.0,66.0,E,0.89,Everyone,Playstation
LEGO THE LORD OF THE RINGS,Wii,2012,Action,0.48,0.34,0.0,0.07,,72.0,E10+,0.8900000000000001,Everyone 10y+,Nintendo
MADAGASCAR,GBA,2005,Platform,0.62,0.24,0.0,0.03,71.0,,E,0.89,Everyone,Nintendo
BLITZ THE LEAGUE,PS2,2005,Sports,0.74,0.03,0.0,0.12,76.0,80.0,M,0.89,Mature,Playstation
